id,text_snippet,predicted_label_id,prediction_name
1342,15345215...,7,Endocrinology
1343,5968159...,12,Otolaryngology
1344,4309818...,12,Otolaryngology
1345,4833534...,0,Respiration
1346,12827417...,1,Gastroenterology
1347,12975487...,1,Gastroenterology
1348,1062863...,1,Gastroenterology
1349,7586426...,12,Otolaryngology
1350,13349974...,5,Orthopedics
1351,8467508...,16,Rheumatology
1352,4141193...,1,Gastroenterology
1353,2204065...,12,Otolaryngology
1354,11679618...,1,Gastroenterology
1355,6296351...,12,Otolaryngology
1356,15238760...,1,Gastroenterology
1357,2520927...,1,Gastroenterology
1358,13860464...,5,Orthopedics
1359,5004069...,12,Otolaryngology
1360,5311474...,1,Gastroenterology
1361,11659512...,1,Gastroenterology
1362,10432046...,5,Orthopedics
1363,10054191...,7,Endocrinology
1364,10768148...,12,Otolaryngology
1365,5598854...,5,Orthopedics
1366,4329620...,1,Gastroenterology
1367,11829170...,1,Gastroenterology
1368,9841814...,1,Gastroenterology
1369,5562894...,5,Orthopedics
1370,4094091...,12,Otolaryngology
1371,11484671...,1,Gastroenterology
1372,13239134...,1,Gastroenterology
1373,5919203...,1,Gastroenterology
1374,7330205...,14,Gynecology
1375,7553443...,1,Gastroenterology
1376,4641694...,5,Orthopedics
1377,8876009...,12,Otolaryngology
1378,1735644...,1,Gastroenterology
1379,4265706...,1,Gastroenterology
1380,5290071...,12,Otolaryngology
1381,7159937...,1,Gastroenterology
1382,2093216...,1,Gastroenterology
1383,14785558...,1,Gastroenterology
1384,216790...,1,Gastroenterology
1385,12317813...,1,Gastroenterology
1386,10888563...,5,Orthopedics
1387,15274427...,1,Gastroenterology
1388,12942368...,12,Otolaryngology
1389,8918148...,12,Otolaryngology
1390,3888317...,1,Gastroenterology
1391,689412...,1,Gastroenterology
1392,1286007...,1,Gastroenterology
1393,7144671...,1,Gastroenterology
1394,13371898...,7,Endocrinology
1395,15415172...,7,Endocrinology
1396,8603098...,7,Endocrinology
1397,4123567...,1,Gastroenterology
1398,13084461...,16,Rheumatology
1399,3631957...,12,Otolaryngology
1400,5709785...,12,Otolaryngology
1401,8910383...,12,Otolaryngology
1402,7787377...,12,Otolaryngology
1403,15675165...,5,Orthopedics
1404,2191949...,1,Gastroenterology
1405,6845598...,12,Otolaryngology
1406,15253489...,5,Orthopedics
1407,7983247...,12,Otolaryngology
1408,11548392...,7,Endocrinology
1409,4607654...,1,Gastroenterology
1410,5019931...,1,Gastroenterology
1411,11680061...,1,Gastroenterology
1412,15671918...,1,Gastroenterology
1413,4724071...,1,Gastroenterology
1414,6227301...,12,Otolaryngology
1415,14897203...,1,Gastroenterology
1416,8409576...,12,Otolaryngology
1417,5840080...,12,Otolaryngology
1418,11061961...,7,Endocrinology
1419,9333791...,12,Otolaryngology
1420,672616...,1,Gastroenterology
1421,8577371...,12,Otolaryngology
1422,8990557...,12,Otolaryngology
1423,15266227...,1,Gastroenterology
1424,1190397...,1,Gastroenterology
1425,8312294...,1,Gastroenterology
1426,5325878...,12,Otolaryngology
1427,6265702...,1,Gastroenterology
1428,296573...,1,Gastroenterology
1429,757770...,1,Gastroenterology
1430,6175173...,7,Endocrinology
1431,12704917...,1,Gastroenterology
1432,1226804...,1,Gastroenterology
1433,3097634...,12,Otolaryngology
1434,5053945...,12,Otolaryngology
1435,14545505...,12,Otolaryngology
1436,10874321...,1,Gastroenterology
1437,1566203...,1,Gastroenterology
1438,449667...,1,Gastroenterology
1439,9858390...,12,Otolaryngology
1440,3289273...,7,Endocrinology
1441,457917...,12,Otolaryngology
1442,7236218...,12,Otolaryngology
1443,5204441...,1,Gastroenterology
1444,9241868...,12,Otolaryngology
1445,13069366...,16,Rheumatology
1446,10386770...,5,Orthopedics
1447,3535941...,12,Otolaryngology
1448,1137241...,12,Otolaryngology
1449,2947500...,4,Dermatology
1450,4785149...,12,Otolaryngology
1451,14389283...,12,Otolaryngology
1452,1835079...,7,Endocrinology
1453,13821996...,7,Endocrinology
1454,4301031...,12,Otolaryngology
1455,5567620...,7,Endocrinology
1456,6992309...,7,Endocrinology
1457,1478744...,1,Gastroenterology
1458,6280504...,12,Otolaryngology
1459,12833387...,1,Gastroenterology
1460,10389084...,5,Orthopedics
1461,12851457...,1,Gastroenterology
1462,3681067...,5,Orthopedics
1463,11434055...,12,Otolaryngology
1464,8519377...,12,Otolaryngology
1465,14680270...,12,Otolaryngology
1466,5915198...,12,Otolaryngology
1467,9426643...,12,Otolaryngology
1468,5044058...,12,Otolaryngology
1469,13372811...,7,Endocrinology
1470,7990627...,12,Otolaryngology
1471,3677771...,1,Gastroenterology
1472,534799...,12,Otolaryngology
1473,8076341...,12,Otolaryngology
1474,15483518...,1,Gastroenterology
1475,332003...,14,Gynecology
1476,8801489...,12,Otolaryngology
1477,12234596...,1,Gastroenterology
1478,2650026...,1,Gastroenterology
1479,2747259...,7,Endocrinology
1480,9842553...,7,Endocrinology
1481,12160907...,1,Gastroenterology
1482,15523419...,1,Gastroenterology
1483,14339772...,14,Gynecology
1484,9564188...,12,Otolaryngology
1485,10738860...,1,Gastroenterology
1486,1462950...,1,Gastroenterology
1487,4469487...,5,Orthopedics
1488,7471427...,12,Otolaryngology
1489,6653904...,5,Orthopedics
1490,7652028...,12,Otolaryngology
1491,8058789...,12,Otolaryngology
1492,1997373...,14,Gynecology
1493,14807426...,1,Gastroenterology
1494,14314525...,7,Endocrinology
1495,14403265...,12,Otolaryngology
1496,1333825...,12,Otolaryngology
1497,14502313...,1,Gastroenterology
1498,10373842...,12,Otolaryngology
1499,5459822...,1,Gastroenterology
1500,152737...,1,Gastroenterology
1501,15802226...,1,Gastroenterology
1502,11041540...,12,Otolaryngology
1503,5724988...,12,Otolaryngology
1504,14413408...,12,Otolaryngology
1505,4988053...,5,Orthopedics
1506,1036390...,14,Gynecology
1507,7376917...,12,Otolaryngology
1508,3438633...,5,Orthopedics
1509,8737628...,12,Otolaryngology
1510,13625599...,7,Endocrinology
1511,13158291...,14,Gynecology
1512,11779049...,1,Gastroenterology
1513,8408817...,12,Otolaryngology
1514,9301028...,12,Otolaryngology
1515,3115256...,12,Otolaryngology
1516,15938924...,1,Gastroenterology
1517,1561726...,1,Gastroenterology
1518,2271894...,1,Gastroenterology
1519,3550861...,1,Gastroenterology
1520,13997234...,12,Otolaryngology
1521,6946923...,1,Gastroenterology
1522,4370293...,1,Gastroenterology
1523,11037650...,7,Endocrinology
1524,2371854...,1,Gastroenterology
1525,1860335...,12,Otolaryngology
1526,6097235...,12,Otolaryngology
1527,15282605...,5,Orthopedics
1528,6952926...,1,Gastroenterology
1529,1347301...,14,Gynecology
1530,5622935...,16,Rheumatology
1531,1415431...,7,Endocrinology
1532,2105014...,7,Endocrinology
1533,2054092...,7,Endocrinology
1534,9668972...,1,Gastroenterology
1535,13124886...,1,Gastroenterology
1536,3516928...,12,Otolaryngology
1537,1552320...,1,Gastroenterology
1538,11646998...,12,Otolaryngology
1539,6834942...,12,Otolaryngology
1540,13509565...,16,Rheumatology
1541,2603717...,12,Otolaryngology
1542,6333052...,12,Otolaryngology
1543,7946656...,12,Otolaryngology
1544,4510638...,1,Gastroenterology
1545,4089774...,5,Orthopedics
1546,11433412...,1,Gastroenterology
1547,3754395...,12,Otolaryngology
1548,12960741...,1,Gastroenterology
1549,5559654...,1,Gastroenterology
1550,1931337...,1,Gastroenterology
1551,13517201...,7,Endocrinology
1552,5502078...,12,Otolaryngology
1553,12683969...,7,Endocrinology
1554,6488202...,12,Otolaryngology
1555,5140289...,12,Otolaryngology
1556,3047809...,12,Otolaryngology
1557,4029099...,12,Otolaryngology
1558,12917886...,1,Gastroenterology
1559,1956366...,12,Otolaryngology
1560,1872102...,5,Orthopedics
1561,4340853...,1,Gastroenterology
1562,4114355...,12,Otolaryngology
1563,14482905...,12,Otolaryngology
1564,5398068...,12,Otolaryngology
1565,4029246...,12,Otolaryngology
1566,11489899...,5,Orthopedics
1567,2109285...,5,Orthopedics
1568,5271032...,1,Gastroenterology
1569,3551692...,1,Gastroenterology
1570,13827590...,1,Gastroenterology
1571,3478758...,12,Otolaryngology
1572,13665298...,12,Otolaryngology
1573,2098312...,1,Gastroenterology
1574,11129306...,1,Gastroenterology
1575,15610966...,1,Gastroenterology
1576,9877109...,7,Endocrinology
1577,7910920...,12,Otolaryngology
1578,7309467...,1,Gastroenterology
1579,8538161...,12,Otolaryngology
1580,13773799...,7,Endocrinology
1581,6806306...,4,Dermatology
1582,12269403...,1,Gastroenterology
1583,1591902...,1,Gastroenterology
1584,12429001...,14,Gynecology
1585,10484154...,12,Otolaryngology
1586,2887829...,1,Gastroenterology
1587,5497948...,1,Gastroenterology
1588,12762562...,7,Endocrinology
1589,12433411...,1,Gastroenterology
1590,13279646...,5,Orthopedics
1591,10050185...,7,Endocrinology
1592,2653489...,16,Rheumatology
1593,200955...,1,Gastroenterology
1594,5385322...,7,Endocrinology
1595,14502153...,1,Gastroenterology
1596,10064940...,1,Gastroenterology
1597,4506444...,1,Gastroenterology
1598,4083126...,12,Otolaryngology
1599,984518...,1,Gastroenterology
1600,4779609...,12,Otolaryngology
1601,11662068...,7,Endocrinology
1602,7496644...,1,Gastroenterology
1603,772912...,14,Gynecology
1604,3735694...,5,Orthopedics
1605,7129763...,1,Gastroenterology
1606,6510917...,12,Otolaryngology
1607,1870259...,12,Otolaryngology
1608,8106025...,12,Otolaryngology
1609,3650403...,1,Gastroenterology
1610,10093774...,7,Endocrinology
1611,8245270...,12,Otolaryngology
1612,4290576...,12,Otolaryngology
1613,5737778...,12,Otolaryngology
1614,14312108...,7,Endocrinology
1615,12123627...,1,Gastroenterology
1616,6140804...,1,Gastroenterology
1617,3510443...,1,Gastroenterology
1618,15089250...,12,Otolaryngology
1619,2076773...,1,Gastroenterology
1620,12039250...,7,Endocrinology
1621,4032653...,5,Orthopedics
1622,1899566...,7,Endocrinology
1623,4499641...,1,Gastroenterology
1624,1055549...,1,Gastroenterology
1625,5349988...,12,Otolaryngology
1626,4724483...,1,Gastroenterology
1627,15324180...,14,Gynecology
1628,13700321...,7,Endocrinology
1629,2455497...,7,Endocrinology
1630,2359468...,12,Otolaryngology
1631,2858362...,1,Gastroenterology
1632,5814959...,12,Otolaryngology
1633,15599812...,1,Gastroenterology
1634,1902089...,7,Endocrinology
1635,9606574...,5,Orthopedics
1636,1847777...,1,Gastroenterology
1637,1607667...,1,Gastroenterology
1638,6839804...,1,Gastroenterology
1639,2049932...,1,Gastroenterology
1640,6811630...,16,Rheumatology
1641,6609550...,12,Otolaryngology
1642,184115...,14,Gynecology
1643,9396720...,1,Gastroenterology
1644,13353001...,14,Gynecology
1645,718134...,1,Gastroenterology
1646,16063955...,5,Orthopedics
1647,4222039...,1,Gastroenterology
1648,9219747...,1,Gastroenterology
1649,3448678...,1,Gastroenterology
1650,5215734...,12,Otolaryngology
1651,5853619...,12,Otolaryngology
1652,11590180...,1,Gastroenterology
1653,11770480...,1,Gastroenterology
1654,1495870...,1,Gastroenterology
1655,6924969...,12,Otolaryngology
1656,5125903...,1,Gastroenterology
1657,5254246...,1,Gastroenterology
1658,2015741...,1,Gastroenterology
1659,11686969...,1,Gastroenterology
1660,4763034...,1,Gastroenterology
1661,9085507...,1,Gastroenterology
1662,7487875...,4,Dermatology
1663,5574964...,1,Gastroenterology
1664,7569319...,12,Otolaryngology
1665,7618819...,12,Otolaryngology
1666,891761...,14,Gynecology
1667,6117351...,12,Otolaryngology
1668,6051572...,7,Endocrinology
1669,2376071...,1,Gastroenterology
1670,6561163...,1,Gastroenterology
1671,4491256...,12,Otolaryngology
1672,783611...,1,Gastroenterology
1673,582249...,1,Gastroenterology
1674,3827086...,1,Gastroenterology
1675,6811655...,5,Orthopedics
1676,4899050...,12,Otolaryngology
1677,5204615...,1,Gastroenterology
1678,2514247...,1,Gastroenterology
1679,1597381...,1,Gastroenterology
1680,1845823...,1,Gastroenterology
1681,5582595...,12,Otolaryngology
1682,13663306...,16,Rheumatology
1683,142154...,1,Gastroenterology
1684,16161957...,1,Gastroenterology
1685,14269327...,1,Gastroenterology
1686,4363501...,1,Gastroenterology
1687,4911949...,1,Gastroenterology
1688,3732542...,7,Endocrinology
1689,483261...,1,Gastroenterology
1690,4550311...,1,Gastroenterology
1691,8865039...,1,Gastroenterology
1692,13039208...,7,Endocrinology
1693,7291579...,12,Otolaryngology
1694,14526452...,7,Endocrinology
1695,7271133...,1,Gastroenterology
1696,7633609...,12,Otolaryngology
1697,2851623...,1,Gastroenterology
1698,418027...,1,Gastroenterology
1699,11617312...,14,Gynecology
1700,7306893...,1,Gastroenterology
1701,12272182...,1,Gastroenterology
1702,4287084...,5,Orthopedics
1703,9091301...,1,Gastroenterology
1704,14823290...,1,Gastroenterology
1705,4409965...,12,Otolaryngology
1706,6505333...,5,Orthopedics
1707,223289...,12,Otolaryngology
1708,3804482...,1,Gastroenterology
1709,4142328...,12,Otolaryngology
1710,6933606...,1,Gastroenterology
1711,3407876...,12,Otolaryngology
1712,1235801...,1,Gastroenterology
1713,6494816...,1,Gastroenterology
1714,10033926...,7,Endocrinology
1715,14786628...,1,Gastroenterology
1716,1851198...,14,Gynecology
1717,2878703...,1,Gastroenterology
1718,12329291...,1,Gastroenterology
1719,9342829...,12,Otolaryngology
1720,6237113...,7,Endocrinology
1721,13083686...,1,Gastroenterology
1722,13309494...,4,Dermatology
1723,13359542...,7,Endocrinology
1724,4893437...,12,Otolaryngology
1725,39631...,1,Gastroenterology
1726,2300098...,7,Endocrinology
1727,4896340...,12,Otolaryngology
1728,1105788...,12,Otolaryngology
1729,3653642...,1,Gastroenterology
1730,7567783...,1,Gastroenterology
1731,7689468...,12,Otolaryngology
1732,1842027...,1,Gastroenterology
1733,9678308...,12,Otolaryngology
1734,3308579...,7,Endocrinology
1735,3275472...,1,Gastroenterology
1736,3180221...,1,Gastroenterology
1737,1813804...,12,Otolaryngology
1738,5163493...,16,Rheumatology
1739,14630295...,14,Gynecology
1740,13014049...,1,Gastroenterology
1741,9273914...,1,Gastroenterology
1742,11652858...,5,Orthopedics
1743,4460413...,1,Gastroenterology
1744,3061513...,1,Gastroenterology
1745,5640923...,1,Gastroenterology
1746,14076563...,7,Endocrinology
1747,10625968...,5,Orthopedics
1748,10117195...,7,Endocrinology
1749,15087675...,4,Dermatology
1750,6122883...,1,Gastroenterology
1751,2980055...,12,Otolaryngology
1752,2861091...,1,Gastroenterology
1753,558823...,1,Gastroenterology
1754,3833633...,1,Gastroenterology
1755,4059806...,12,Otolaryngology
1756,9350987...,12,Otolaryngology
1757,9581209...,12,Otolaryngology
1758,3544875...,1,Gastroenterology
1759,2053030...,1,Gastroenterology
1760,2580264...,5,Orthopedics
1761,1284177...,1,Gastroenterology
1762,5530823...,1,Gastroenterology
1763,12629065...,12,Otolaryngology
1764,13579718...,12,Otolaryngology
1765,909432...,1,Gastroenterology
1766,510684...,1,Gastroenterology
1767,5590482...,1,Gastroenterology
1768,7418770...,1,Gastroenterology
1769,2640762...,4,Dermatology
1770,8908396...,12,Otolaryngology
1771,16057152...,1,Gastroenterology
1772,1731182...,1,Gastroenterology
1773,9985208...,5,Orthopedics
1774,15145198...,12,Otolaryngology
1775,735852...,12,Otolaryngology
1776,6549282...,12,Otolaryngology
1777,13335602...,7,Endocrinology
1778,1835334...,7,Endocrinology
1779,533552...,12,Otolaryngology
1780,749489...,1,Gastroenterology
1781,6185567...,1,Gastroenterology
1782,3493182...,14,Gynecology
1783,6279159...,12,Otolaryngology
1784,11244683...,1,Gastroenterology
1785,2012790...,1,Gastroenterology
1786,2449779...,12,Otolaryngology
1787,10142779...,7,Endocrinology
1788,611233...,12,Otolaryngology
1789,2604903...,12,Otolaryngology
1790,1596973...,5,Orthopedics
1791,9808633...,4,Dermatology
1792,1759990...,12,Otolaryngology
1793,2417819...,1,Gastroenterology
1794,9497122...,12,Otolaryngology
1795,6207569...,12,Otolaryngology
1796,15257363...,1,Gastroenterology
1797,5235828...,12,Otolaryngology
1798,4529482...,1,Gastroenterology
1799,821009...,7,Endocrinology
1800,14776047...,1,Gastroenterology
1801,4602713...,1,Gastroenterology
1802,14512352...,1,Gastroenterology
1803,666737...,5,Orthopedics
1804,4294608...,12,Otolaryngology
1805,423828...,12,Otolaryngology
1806,4102863...,16,Rheumatology
1807,6097414...,12,Otolaryngology
1808,4934530...,1,Gastroenterology
1809,1095405...,9,Hepatology
1810,219465...,4,Dermatology
1811,10711803...,1,Gastroenterology
1812,4803450...,12,Otolaryngology
1813,1031561...,7,Endocrinology
1814,3082206...,1,Gastroenterology
1815,11349027...,1,Gastroenterology
1816,3905259...,12,Otolaryngology
1817,11619730...,1,Gastroenterology
1818,1899776...,1,Gastroenterology
1819,1710190...,12,Otolaryngology
1820,15150804...,5,Orthopedics
1821,3048104...,1,Gastroenterology
1822,11633044...,1,Gastroenterology
1823,1325159...,1,Gastroenterology
1824,470614...,1,Gastroenterology
1825,2358535...,1,Gastroenterology
1826,4152824...,1,Gastroenterology
1827,6351120...,12,Otolaryngology
1828,3911601...,12,Otolaryngology
1829,3327126...,1,Gastroenterology
1830,8390998...,12,Otolaryngology
1831,3531771...,1,Gastroenterology
1832,830398...,12,Otolaryngology
1833,5196352...,1,Gastroenterology
1834,13711667...,7,Endocrinology
1835,7176301...,12,Otolaryngology
1836,6435239...,12,Otolaryngology
1837,1027122...,1,Gastroenterology
1838,13269617...,7,Endocrinology
1839,1426196...,1,Gastroenterology
1840,2409433...,14,Gynecology
1841,3810643...,14,Gynecology
1842,10011604...,7,Endocrinology
1843,2549220...,16,Rheumatology
1844,5836323...,14,Gynecology
1845,1913277...,7,Endocrinology
1846,12811360...,1,Gastroenterology
1847,7520838...,1,Gastroenterology
1848,12296401...,1,Gastroenterology
1849,5627573...,7,Endocrinology
1850,4541917...,12,Otolaryngology
1851,5251468...,12,Otolaryngology
1852,6540991...,12,Otolaryngology
1853,2124489...,1,Gastroenterology
1854,6306983...,12,Otolaryngology
1855,2540037...,7,Endocrinology
1856,14082084...,7,Endocrinology
1857,3498133...,14,Gynecology
1858,1280925...,1,Gastroenterology
1859,3341312...,1,Gastroenterology
1860,2933473...,1,Gastroenterology
1861,6839388...,12,Otolaryngology
1862,1593277...,1,Gastroenterology
1863,3047620...,1,Gastroenterology
1864,11564769...,12,Otolaryngology
1865,12735545...,7,Endocrinology
1866,8348341...,12,Otolaryngology
1867,7073638...,5,Orthopedics
1868,97718...,1,Gastroenterology
1869,14602261...,14,Gynecology
1870,7257291...,14,Gynecology
1871,5837079...,12,Otolaryngology
1872,15426124...,5,Orthopedics
1873,10765539...,7,Endocrinology
1874,12988051...,12,Otolaryngology
1875,14438929...,12,Otolaryngology
1876,12504728...,1,Gastroenterology
1877,809766...,16,Rheumatology
1878,2189573...,16,Rheumatology
1879,12079073...,7,Endocrinology
1880,1881321...,14,Gynecology
1881,7478195...,12,Otolaryngology
1882,2548007...,12,Otolaryngology
1883,2674038...,5,Orthopedics
1884,4346558...,1,Gastroenterology
1885,9573086...,4,Dermatology
1886,8573056...,12,Otolaryngology
1887,5005471...,12,Otolaryngology
1888,2164054...,12,Otolaryngology
1889,13478640...,12,Otolaryngology
1890,10141917...,12,Otolaryngology
1891,4270661...,1,Gastroenterology
1892,10732692...,1,Gastroenterology
1893,645246...,1,Gastroenterology
1894,12307978...,12,Otolaryngology
1895,6286666...,12,Otolaryngology
1896,232244...,1,Gastroenterology
1897,3290250...,16,Rheumatology
1898,5114048...,1,Gastroenterology
1899,7742297...,1,Gastroenterology
1900,8990177...,12,Otolaryngology
1901,571600...,1,Gastroenterology
1902,1348057...,12,Otolaryngology
1903,1887283...,12,Otolaryngology
1904,1536889...,12,Otolaryngology
1905,9166070...,1,Gastroenterology
1906,11310197...,1,Gastroenterology
1907,5795375...,12,Otolaryngology
1908,6129942...,12,Otolaryngology
1909,529254...,1,Gastroenterology
1910,788524...,1,Gastroenterology
1911,14434587...,1,Gastroenterology
1912,1105965...,1,Gastroenterology
1913,2190144...,1,Gastroenterology
1914,15497351...,5,Orthopedics
1915,10357480...,7,Endocrinology
1916,10113695...,5,Orthopedics
1917,6870570...,12,Otolaryngology
1918,7758831...,12,Otolaryngology
1919,457392...,1,Gastroenterology
1920,15642842...,1,Gastroenterology
1921,11627261...,1,Gastroenterology
1922,2242587...,1,Gastroenterology
1923,13291787...,12,Otolaryngology
1924,10645528...,5,Orthopedics
1925,3593856...,12,Otolaryngology
1926,122656...,1,Gastroenterology
1927,1372725...,7,Endocrinology
1928,2992510...,5,Orthopedics
1929,1297814...,1,Gastroenterology
1930,4530037...,12,Otolaryngology
1931,12373533...,1,Gastroenterology
1932,2750434...,5,Orthopedics
1933,3801330...,1,Gastroenterology
1934,4437677...,1,Gastroenterology
1935,12980481...,1,Gastroenterology
1936,1424746...,1,Gastroenterology
1937,2154311...,1,Gastroenterology
1938,6861688...,5,Orthopedics
1939,239794...,1,Gastroenterology
1940,8301767...,5,Orthopedics
1941,10692391...,7,Endocrinology
1942,12504019...,12,Otolaryngology
1943,14201259...,7,Endocrinology
1944,978423...,7,Endocrinology
1945,10039602...,7,Endocrinology
1946,5565851...,12,Otolaryngology
1947,7175217...,1,Gastroenterology
1948,10142662...,7,Endocrinology
1949,3566053...,1,Gastroenterology
1950,1850152...,1,Gastroenterology
1951,8660935...,16,Rheumatology
1952,14902994...,1,Gastroenterology
1953,8984563...,16,Rheumatology
1954,11572001...,7,Endocrinology
1955,13037929...,7,Endocrinology
1956,297221...,1,Gastroenterology
1957,1257205...,12,Otolaryngology
1958,2177823...,12,Otolaryngology
1959,15773602...,14,Gynecology
1960,2329136...,1,Gastroenterology
1961,2899176...,1,Gastroenterology
1962,8784806...,16,Rheumatology
1963,13462616...,1,Gastroenterology
1964,9320973...,14,Gynecology
1965,2351554...,12,Otolaryngology
1966,678218...,12,Otolaryngology
1967,4571715...,12,Otolaryngology
1968,9110256...,1,Gastroenterology
1969,13622695...,16,Rheumatology
1970,261312...,14,Gynecology
1971,15235904...,1,Gastroenterology
1972,6010624...,1,Gastroenterology
1973,6326357...,12,Otolaryngology
1974,853659...,12,Otolaryngology
1975,2598184...,1,Gastroenterology
1976,5092145...,12,Otolaryngology
1977,6235263...,7,Endocrinology
1978,2373245...,12,Otolaryngology
1979,13052639...,1,Gastroenterology
1980,10658824...,1,Gastroenterology
1981,4019501...,12,Otolaryngology
1982,15269065...,1,Gastroenterology
1983,5979410...,12,Otolaryngology
1984,3717076...,1,Gastroenterology
1985,5577082...,12,Otolaryngology
1986,7751452...,7,Endocrinology
1987,2425204...,5,Orthopedics
1988,5436273...,7,Endocrinology
1989,16058965...,1,Gastroenterology
1990,13185551...,1,Gastroenterology
1991,32707...,1,Gastroenterology
1992,15640473...,1,Gastroenterology
1993,6234214...,7,Endocrinology
1994,2917269...,12,Otolaryngology
1995,185680...,1,Gastroenterology
1996,2289893...,1,Gastroenterology
1997,1438340...,14,Gynecology
1998,8434419...,12,Otolaryngology
1999,4741435...,1,Gastroenterology
